channel_type,country,date,e_m_earnings,e_y_earnings,grade,sub_change,sub_last30,subs,uploads,video_view,view_change,view_last30,youtuber
Comedy,IN,"Sep 4th, 2015",$14.8K - $236.9K,$177.7K - $2.8M,A-,-5,245047,4195776,276,701794934,17,59225100,FilterCopy
Comedy,IN,"Apr 12th, 2016",$0 - $0,$0 - $0,A-,9,232365,3058800,456,651050723,-143,-26300850,Comedy Captain
Comedy,TR,"Jun 2nd, 2011",$15.9K - $255.1K,$191.3K - $3.1M,A-,0,62992,1864003,5346,2163323296,7,63769800,Beşiktaş Kültür Merkezi (BKM)
Comedy,IT,"Sep 27th, 2005",$15.5K - $247.6K,$185.7K - $3M,A-,-25,56437,2477619,14540,1550888905,6,61899900,Rai
Comedy,US,"Mar 10th, 2014",$25K - $400.2K,$300.1K - $4.8M,A-,71,865766,8970885,220,1216317274,82,100046400,Dolan Twins
Comedy,US,"Aug 25th, 2016",$14.8K - $236K,$177K - $2.8M,A-,69,176507,1808271,146,561820855,69,59004600,WigglePop
Comedy,US,"Sep 8th, 2015",$15.9K - $253.8K,$190.3K - $3M,A,41,134453,5374625,474,1666817976,49,63442200,Team Edge
Comedy,ES,"Feb 28th, 2006",$21.4K - $342.7K,$257K - $4.1M,A,24,949647,13117208,370,1699108889,30,85664700,AuronPlay
Comedy,US,"Jan 28th, 2013",$16.6K - $265.5K,$199.1K - $3.2M,A,-898,157426,165423,335,69022510,775,66377700,Ximo Pierto
Comedy,BR,"Sep 15th, 2014",$17.4K - $279.2K,$209.4K - $3.3M,A,3,183310,2529076,360,863208550,15,69788400,Na CorreRia
Comedy,TR,"Nov 19th, 2016",$27.5K - $440.2K,$330.2K - $5.3M,A,-15,586334,3441128,336,764838073,-6,110061000,Rahatlatıcı Videolar
Comedy,US,"May 26th, 2016",$15.9K - $254.9K,$191.2K - $3.1M,A,-4,146937,4307811,1237,1433620544,8,63724200,The Daily Show with Trevor Noah
Comedy,GB,"Jan 4th, 2006",$23.9K - $382.7K,$287K - $4.6M,A,35,476475,11551725,1414,4243685653,66,95670900,Mr Bean
Comedy,US,"Sep 22nd, 2005",$22.6K - $361.9K,$271.5K - $4.3M,A,61,448051,19974852,1718,4688962710,-4,90485100,shane
Comedy,US,"Jan 18th, 2017",$19.3K - $309K,$231.7K - $3.7M,A,0,154586,1530708,1935,674172306,11,77242800,JRE Clips
Comedy,MX,"Apr 15th, 2012",$19.1K - $304.8K,$228.6K - $3.7M,A,-9,679685,21176253,587,2443725762,-10,76202700,Luisito Comunica
Comedy,RU,"Apr 24th, 2012",$772 - $12.3K,$9.3K - $148.1K,A,-71,2149,161197,464,48941944,46,3086370,Приколы Funny Show
Comedy,FR,"Jan 9th, 2011",$28.6K - $457.7K,$343.3K - $5.5M,A,39,236175,12350200,1279,5764832061,27,114428400,SQUEEZIE
Comedy,ES,"Oct 1st, 2017",$8.4K - $134.2K,$100.6K - $1.6M,A,216,215648,666600,11,93631325,-143,33543900,Cutefoodofficial
Comedy,US,"Sep 19th, 2015",$29.4K - $470.8K,$353.1K - $5.7M,A,-17,348788,13354803,106,2398967598,11,0,Lele Pons
Comedy,IN,"Jan 15th, 2018",$27K - $431.9K,$323.9K - $5.2M,A,-10,187242,1297189,263,567324379,9,107965500,JMMB Films
Comedy,US,"Jul 4th, 2010",$28.5K - $455.3K,$341.4K - $5.5M,A,14,313603,8571924,226,3880422533,16,113814000,Talking Tom
Comedy,US,"Nov 19th, 2005",$31.5K - $504.1K,$378.1K - $6M,A,59,145663,23991958,1032,8081977495,37,126016800,Smosh
Comedy,IQ,"Jan 30th, 2016",$36.2K - $579K,$434.2K - $6.9M,A,18,377845,5519338,917,1663498479,39,144749100,ولاية بطيخ | Melon City Show
Comedy,JP,"Oct 13th, 2013",$35.2K - $563.3K,$422.4K - $6.8M,A,23,121986,4094269,1197,3284479594,2,0,東海オンエア
Comedy,IN,"Mar 20th, 2017",$41.9K - $670.3K,$502.8K - $8M,A,31,604322,4809284,75,984810530,24,167583900,Jkk Entertainment
Comedy,US,"Jan 8th, 2006",$41.5K - $663.9K,$497.9K - $8M,A,17,345309,19654393,4923,10532801209,1,165973500,The Tonight Show Starring Jimmy Fallon
Comedy,IN,"Jul 20th, 2015",$59.7K - $955.1K,$716.3K - $11.5M,A,-21,641780,7833423,695,3246544161,-12,238773900,Dehati India N Masti
Comedy,US,"Jul 20th, 2018",$59.9K - $958.3K,$718.7K - $11.5M,A,-2,446397,1915375,457,774280344,26,239570400,FV FAMILY
Comedy,PR,"Feb 14th, 2014",$32.5K - $519.3K,$389.5K - $6.2M,A,20,413921,4469758,212,1324257295,32,129819000,DANIEL EL TRAVIESO VIDEOS
Comedy,US,"Dec 16th, 2015",$9.1K - $145.3K,$109K - $1.7M,A,-10,44891,2632545,177,644312481,14,36317700,Life Awesome
Comedy,US,"Apr 29th, 2010",$112.1K - $1.8M,$1.3M - $21.5M,A,-35,4057138,82511696,3727,20182250439,10,448542000,PewDiePie
Education,AR,"Jul 27th, 2006",$4K - $64.3K,$48.2K - $771.7K,B+,-79,23487,137610,163,57507148,-58,16076520,Panzay Crianza
Education,BD,"Nov 29th, 2016",$4.2K - $66.8K,$50.1K - $801.5K,B+,-27,133311,1281128,793,139433546,-27,16697130,Taza News
Education,UA,"Oct 8th, 2015",$3.9K - $62.1K,$46.5K - $744.8K,B+,-39,28792,781169,377,345587863,-22,15515670,iKnow Channel
Education,JP,"Dec 9th, 2013",$3.4K - $54.2K,$40.6K - $650.3K,B+,7,20185,285714,177,131464218,13,13548180,Super Simple 日本語 -…
Education,JP,"Mar 21st, 2010",$3.2K - $51.5K,$38.6K - $618.2K,B+,60,54255,533485,424,134304344,56,12879420,まつだ55 /matsuda55
Education,RU,"Feb 21st, 2013",$3.9K - $63K,$47.3K - $756K,B+,44,103530,800402,230,95605807,44,15750720,Крамола
Education,IN,"Dec 25th, 2016",$3.6K - $57.9K,$43.4K - $694.4K,B+,48,118770,1664865,324,142888520,29,14467020,Health & Beauty Tips With Nisha
Education,ID,"Jun 18th, 2016",$2.5K - $40.7K,$30.5K - $488.8K,B+,861,113808,188024,12,26112811,228,10182780,YtCrash Feeds
Education,US,"Feb 27th, 2017",$3K - $48.3K,$36.2K - $579.8K,B+,60,34813,173749,232,70933264,105,12080100,Mother Goose Club en Español
Education,TW,"Oct 22nd, 2015",$3.3K - $52.4K,$39.3K - $628.2K,B+,16,10577,328424,1298,394139293,60,13088460,Sunny&Yummy的玩具箱kids toys
Education,US,"Jan 26th, 2010",$4.1K - $65.2K,$48.9K - $782.4K,B+,2,30488,5540843,1684,2097116552,0,16300890,Alltime10s
Education,IN,"Jan 16th, 2017",$3.1K - $49K,$36.8K - $588.1K,B+,131,117853,498075,83,47733405,84,12252450,Universal Facts
Education,,"Jun 29th, 2015",$4.4K - $71.2K,$53.4K - $854.1K,B+,48,32294,446062,438,355511548,65,17792730,ДиДи ТВ
Education,IN,"Jul 13th, 2016",$3.1K - $49.8K,$37.4K - $597.8K,B+,83,119593,1588938,1555,197971196,98,12454650,Prabhu Darshan
Education,IN,"Nov 2nd, 2011",$4.4K - $69.7K,$52.3K - $836.8K,B+,-9,81146,675538,418,206000636,-9,17433960,Hindi Stories For Kids
Education,US,"Oct 1st, 2018",$2.5K - $39.4K,$29.6K - $473.3K,B+,835,43929,50860,111,11567263,1,9860160,TOY Kids TV - Nursery Rhymes
Education,US,"Aug 30th, 2010",$3.4K - $53.7K,$40.3K - $644.8K,B+,,0,0,580,749003699,-26,13433310,KIDS Z FUN
Education,PK,"Aug 28th, 2015",$3.5K - $55.2K,$41.4K - $662.6K,B+,20,33784,333932,128,145401286,58,13804560,Waleed Qureshi
Education,US,"Jan 29th, 2017",$2.7K - $43.6K,$32.7K - $523.1K,B+,,0,0,243,90709187,434,10897320,St4M
Education,KR,"Jun 17th, 2016",$5.2K - $83.5K,$62.6K - $1M,B+,-26,44810,1267883,946,646459316,-12,20870220,Edu car toy school
Education,IN,"Jul 14th, 2017",$2.1K - $32.9K,$24.6K - $394.3K,B+,13,34061,245124,355,83638475,-22,8215560,NASH TOON Tv Nursery Rhymes and Kids Songs
Education,JP,"Jun 28th, 2016",$3.6K - $57.1K,$42.8K - $684.9K,B+,28,17770,283065,1451,244508303,-9,14268810,まめきゅん [MAMEKYUNN]
Education,IN,"Oct 11th, 2015",$4.9K - $79.1K,$59.3K - $949K,B+,-6,205141,3432514,162,329684901,7,19770900,Health & Beauty Tips- Gharelu Nuskhe
Education,TR,"May 20th, 2016",$4K - $63.4K,$47.6K - $761K,B+,1,33925,581651,925,216045039,27,15853200,Fındık TV
Education,ID,"Dec 30th, 2016",$2.9K - $47.2K,$35.4K - $566.1K,B+,-5,80218,1249614,66,232247440,-116,11794770,Tokek
Education,PK,"Sep 29th, 2016",$4.2K - $67.8K,$50.9K - $813.9K,B+,147,298823,2583642,870,314024709,60,16957290,Islamic Teacher Official
Education,BR,"Dec 14th, 2009",$0 - $0,$0 - $0,B+,-100,-174,638598,175,774469159,-721,-132801600,Mercado Livre
Education,US,"Jul 18th, 2015",$4.3K - $69.5K,$52.1K - $833.7K,B+,28,41942,672513,251,316111534,24,17367870,kiddies tv
Education,US,"Jan 9th, 2015",$4.5K - $71.3K,$53.5K - $855.7K,B+,,0,0,708,138456816,256,17827350,Toys Trek
Education,AU,"Jun 16th, 2014",$5K - $80.8K,$60.6K - $969K,B+,10,111665,954794,417,180670023,33,20187750,Slapped Ham
Education,US,"Oct 18th, 2015",$10.3K - $164.4K,$123.3K - $2M,B+,0,212720,2986250,1370,1003287666,-7,41112300,Toy Jelly
Education,BR,"Jan 9th, 2006",$2.2K - $34.8K,$26.1K - $418K,B+,-1,3599,153169,479,37767463,33,8709090,Estácio
Education,US,"Apr 20th, 2014",$5.1K - $80.9K,$60.7K - $970.7K,B+,27,67519,3589138,214,2255427161,13,20223780,Toy Candy
Education,IN,"Dec 5th, 2013",$4.6K - $74.3K,$55.7K - $891.8K,B+,33,167643,1597897,558,148135667,33,18579270,Madan Gowri
Education,RU,"Oct 21st, 2012",$4.1K - $65.2K,$48.9K - $782.6K,B+,61,23910,1069981,550,1186934826,27,16304970,Капуки Дети и Родители
Education,TH,"Oct 25th, 2015",$4.9K - $78.8K,$59.1K - $945.7K,B+,-23,53636,1170697,301,483298206,-6,19702470,HappyKid
Education,KR,"Dec 31st, 2011",$5.4K - $86.4K,$64.8K - $1M,B+,-7,46423,1142943,708,678230480,4,21610950,CoCosToy English
Education,US,"Sep 19th, 2015",$5.9K - $94.1K,$70.6K - $1.1M,B+,,0,0,56,123661015,-31,23527740,TOY TOY
Education,US,"Feb 15th, 2016",$4.4K - $70.3K,$52.7K - $843.4K,B+,45,82198,2756726,124,407557029,33,17571210,RealLifeLore
Education,UA,"Dec 24th, 2009",$3.6K - $58.3K,$43.8K - $700.2K,B+,52,30601,470443,457,436886621,42,14586600,mirglory - Toys Cars Cartoons for Kids
Education,CA,"Feb 12th, 2016",$4.4K - $69.8K,$52.4K - $838.2K,B+,-10,28463,638429,62,232653700,12,17461650,Pinoy Kids Channel
Education,US,"Mar 7th, 2016",$4K - $63.3K,$47.5K - $760K,B+,32,34507,833417,504,434520530,17,15833250,Dada Pups
Education,TR,"Aug 15th, 2017",$3.4K - $53.7K,$40.3K - $644.1K,B+,-74,26342,254873,88,87642684,-56,13418970,ÇupaÇup
Education,US,"Jun 17th, 2016",$5.4K - $87K,$65.3K - $1M,B+,20,70164,542514,430,159407178,29,21752700,Jelly Pong
Education,ID,"Mar 9th, 2015",$4.3K - $69.5K,$52.2K - $834.5K,B+,26,56820,831157,271,293825027,20,17385630,Anak Karanganyar
Education,US,"May 20th, 2006",$4.3K - $68.8K,$51.6K - $826.1K,B+,21,148484,8860450,1071,986626542,6,17210520,CrashCourse
Education,,"Apr 16th, 2015",$5.3K - $85K,$63.8K - $1M,B+,-18,111122,2087489,35,334155683,-14,21255120,Animals Rhymes
Education,IT,"Oct 15th, 2009",$5K - $80.3K,$60.3K - $964.1K,B+,-17,34118,1163914,282,1031537803,-7,20085150,CoccoleSonore
Education,US,"Dec 1st, 2015",$5.5K - $87.3K,$65.5K - $1M,B+,,0,0,94,184975289,-17,21832830,Funny Songs Nursery Rhymes
Education,IN,"Mar 11th, 2013",$5.7K - $91.5K,$68.6K - $1.1M,B+,7,75522,534097,8,167595038,13,22872330,3D Stories
Education,IN,"Jun 6th, 2016",$5K - $79.9K,$59.9K - $959K,B+,45,215922,3886708,259,367035247,-2,19978680,Research Tv India
Education,VN,"Aug 5th, 2016",$5.6K - $90.1K,$67.6K - $1.1M,B+,17,63932,675150,535,343660242,25,22527990,Toli Tv
Education,US,"May 17th, 2015",$5.2K - $83.2K,$62.4K - $998.6K,B+,,0,0,34,47310017,-4,20804100,happy kids
Education,IN,"Jan 31st, 2013",$4.9K - $78.1K,$58.6K - $937.3K,B+,-3,68108,1463906,2964,458784522,1,19526400,Pebbles live
Education,US,"Feb 13th, 2007",$4.9K - $78K,$58.5K - $936.1K,B+,-15,31078,2039177,316,1335585718,-3,19502730,FUNTASTIC TV - Kids Songs and Nursery Rhymes
Education,AE,"Aug 8th, 2016",$4.4K - $70K,$52.5K - $839.8K,B+,54,117677,682203,1661,85929497,37,17496210,رحيق تيوب
Education,DE,"Jul 9th, 2013",$6K - $95.2K,$71.4K - $1.1M,B+,29,238632,7847012,94,564351514,28,23807700,Kurzgesagt – In a Nutshell
Education,IN,"Aug 28th, 2015",$7K - $112.1K,$84.1K - $1.3M,B+,613,89849,115701,403,35773647,574,28023360,Lattu Kids
Education,SA,"Mar 6th, 2017",$4.6K - $73.2K,$54.9K - $878.7K,B+,121,42096,110137,294,54309844,171,18305850,BabyBus Arabic TV - أغاني أطفال…
Education,PL,"Jan 11th, 2015",$4.8K - $76.3K,$57.2K - $915.9K,B+,47,82137,1771916,802,1105048563,36,19081020,baby's adventure
Education,IN,"Mar 24th, 2015",$6.7K - $107.9K,$80.9K - $1.3M,B+,-3,42385,4814932,110,2586737168,-9,26966550,ChuChuTV Surprise Eggs Learning Videos
Education,US,"Aug 10th, 2017",$4.6K - $73.2K,$54.9K - $878K,B+,-11,84540,319211,174,75632109,-5,18291240,BonBi TV ITALIA
Education,ES,"Nov 2nd, 2016",$4.9K - $77.9K,$58.4K - $934.3K,B+,36,52752,653930,178,232465393,38,19464480,Super Simple Español - Canciones Infantiles…
Education,US,"Jun 18th, 2007",$4.4K - $69.9K,$52.5K - $839.4K,B+,47,25801,2133745,494,1384309939,-3,17486640,KidsCamp - Nursery Rhymes
Education,US,"Feb 12th, 2017",$5.7K - $90.9K,$68.2K - $1.1M,B+,18,40418,491263,266,228323987,27,22728810,Funny Fingers TV
Education,IN,"Feb 20th, 2010",$4.3K - $68K,$51K - $816.2K,B+,33,114100,1722443,85,156606343,51,17003640,Logical Baniya
Education,,"Oct 16th, 2008",$5K - $79.7K,$59.8K - $956.8K,B+,-39,57369,2395788,107,758544263,-24,19932390,FUNTASTIC Playhouse
Education,TR,"Jan 8th, 2016",$5.7K - $91.4K,$68.6K - $1.1M,B+,43,54574,1594186,367,487564236,67,22857180,Duymayan KALMASIN!
Education,,"Nov 27th, 2015",$5.2K - $83.8K,$62.8K - $1M,B+,47,58516,884877,867,445401477,35,20949510,My Little TV Kids Songs And Nursery Rhymes
Education,IT,"Sep 3rd, 2014",$5.5K - $88.7K,$66.5K - $1.1M,B+,-4,32858,758008,94,478158018,9,22176000,Canzoni Per Bimbi.it
Education,US,"Jan 13th, 2016",$6.9K - $111.2K,$83.4K - $1.3M,B+,,0,0,225,290922864,-59,27792000,Rainbow Kids
Education,AZ,"Mar 3rd, 2013",$5.5K - $87.4K,$65.5K - $1M,B+,39,68595,443449,117,107425268,54,21846300,Aliashraf Purgafari
Education,US,"Jan 27th, 2016",$6K - $96K,$72K - $1.2M,B+,-16,37770,922513,130,519721824,9,23990760,"Baby Joy Joy - Early Learning (Kids Songs,…"
Education,TR,"Oct 8th, 2015",$5.7K - $91.6K,$68.7K - $1.1M,B+,-9,43207,1071760,820,478136311,9,22888860,Oyuncak Şekeri
Education,PE,"Jun 21st, 2015",$6K - $95.4K,$71.6K - $1.1M,B+,-8,87736,3186895,317,952446566,2,23858160,TopMax
Education,JP,"Oct 13th, 2011",$4.2K - $67.4K,$50.6K - $809.1K,B+,47,42914,233270,607,93216580,113,16855800,保育園ぐらんでぃーる
Education,US,"Sep 21st, 2017",$4.3K - $68.9K,$51.6K - $826.3K,B+,45,76316,723935,39,138983157,50,17214840,Colors Club for Kids - Español
Education,AE,"May 31st, 2018",$3.5K - $55.8K,$41.9K - $670K,B+,,0,100,29,14213812,81,13959120,Hindi Moral Stories
Education,US,"Mar 8th, 2015",$10.7K - $171.8K,$128.8K - $2.1M,B+,13,95553,3229262,697,1107104348,83,42939300,Top 10s
Education,US,"Aug 19th, 2015",$4.2K - $67.1K,$50.4K - $805.7K,B+,90,74442,528988,70,115486878,133,16786350,Virales Barberos
Education,ID,"Nov 9th, 2012",$5.3K - $84.3K,$63.2K - $1M,B+,28,583,22971,223,121130895,621,21065070,NipponPaintIndonesia
Education,US,"Oct 12th, 2016",$11.1K - $178.4K,$133.8K - $2.1M,B+,-30,122131,6001105,924,1693035129,-22,44593800,Fun Kids House
Education,IN,"Jan 4th, 2012",$6.1K - $97.9K,$73.4K - $1.2M,B+,2,63293,727489,378,456234307,10,24463920,செல்லமே செல்லம்…
Education,US,"Aug 19th, 2016",$6.4K - $103.1K,$77.3K - $1.2M,B+,118,331585,3108892,110,159103673,75,25770870,Doctor Mike
Education,KR,"Nov 6th, 2015",$6.5K - $104.4K,$78.3K - $1.3M,B+,43,29720,580808,1109,509277178,47,26099310,지니키즈 Genikids (인기…
Education,ID,"Feb 20th, 2015",$6K - $95.7K,$71.8K - $1.1M,B+,23,69239,987833,173,432756626,14,23922900,Lagu Anak TV
Education,,"Oct 7th, 2014",$6K - $96.4K,$72.3K - $1.2M,B+,-8,91643,2313632,70,625561357,-11,24106380,HeyKids.es - Canciones Para Niños
Education,IN,"Jun 22nd, 2015",$7.1K - $113.8K,$85.3K - $1.4M,B+,18,270539,4668961,7281,432272734,11,28443060,Study IQ education
Education,BR,"Jun 29th, 2006",$3.2K - $51.7K,$38.8K - $620.2K,B+,8,37119,68313,891,55652813,2,12920220,UNINOVE
Education,BR,"Nov 20th, 2014",$6.4K - $102.4K,$76.8K - $1.2M,B+,-7,74699,2294013,722,805915494,0,25604610,Kids Tv Português - Canções dos miúdos
Education,CL,"Nov 28th, 2011",$5.7K - $90.9K,$68.2K - $1.1M,B+,39,46185,2056081,282,1519188374,33,22725630,Cantando Aprendo a Hablar
Education,KR,"Jun 22nd, 2015",$7.5K - $119.4K,$89.6K - $1.4M,B+,31,32104,632219,1837,642733174,28,29856630,깨비키즈 [KEBIKIDS]
Education,US,"Jun 20th, 2015",$6.6K - $105.7K,$79.3K - $1.3M,B+,49,105704,3312688,644,1154816345,28,26421900,Farmees - Nursery Rhymes And Kids Songs
Education,US,"Oct 28th, 2014",$5.4K - $86.8K,$65.1K - $1M,B+,51,69651,408360,62,135269474,53,21712080,DonyGames
Education,CA,"Apr 3rd, 2010",$7.2K - $115.8K,$86.8K - $1.4M,B+,,0,0,741,684871050,-19,28940610,Acne Treatment
Education,US,"Jan 15th, 2015",$7.9K - $126.5K,$94.9K - $1.5M,B+,36,146264,2077799,990,755905653,28,31618500,Baby Fun Learning
Education,RU,"Oct 2nd, 2016",$5.9K - $93.6K,$70.2K - $1.1M,B+,29,83290,1838873,214,338704339,22,23403540,Теперь я Знаю
Education,,"Dec 26th, 2014",$6.1K - $98.3K,$73.7K - $1.2M,B+,63,36986,468715,941,330933582,68,24578250,"My Little Pony, Steven Universe, Starco y…"
Education,GB,"Feb 14th, 2012",$6.6K - $106K,$79.5K - $1.3M,B+,46,24356,642636,2236,822471430,36,26492430,CBeebies
Education,US,"Jan 18th, 2016",$5.9K - $94.3K,$70.7K - $1.1M,B+,1,119086,2273211,428,475829465,-26,0,Origins Explained
Education,ES,"Oct 27th, 2015",$7.7K - $122.7K,$92K - $1.5M,B+,73,121719,1927344,124,278591363,51,30663600,BiBon KidsTV
Education,CA,"Mar 14th, 2016",$7.2K - $114.5K,$85.9K - $1.4M,B+,85,53629,1784762,440,986413922,17,28636230,Playtime4kidz
Education,TR,"Aug 7th, 2016",$6.7K - $107.2K,$80.4K - $1.3M,B+,23,63215,397224,346,145642903,53,26795700,İlkim Naz
Education,US,"Feb 14th, 2016",$6.2K - $99.4K,$74.5K - $1.2M,B+,358,161583,861060,203,166689731,1,24847710,Mind Boggler
Education,AU,"Aug 1st, 2011",$7K - $111.6K,$83.7K - $1.3M,B+,30,48134,980278,131,716435595,27,27904170,Debbie Doo Kids TV
Education,BR,"Dec 29th, 2015",$10.7K - $171.3K,$128.5K - $2.1M,B+,40,146068,1203281,150,385692576,33,42837000,ChuChuTV Brazil
Education,GB,"Feb 28th, 2009",$7.7K - $123.4K,$92.6K - $1.5M,B+,4,39730,3028903,207,3560955438,10,30851100,KidsTV123
Education,IN,"Feb 13th, 2009",$8.1K - $129.3K,$97K - $1.6M,B+,0,69204,1563114,708,638679684,-4,32334300,Rajshri Kids
Education,IN,"Sep 12th, 2016",$7K - $111.4K,$83.6K - $1.3M,B+,58,294191,1005669,2136,67942576,116,27855450,Examपुर
Education,US,"Oct 1st, 2016",$8K - $128.2K,$96.1K - $1.5M,B+,6,79642,1562558,51,454655793,15,32037900,BONNY KIDS TV
Education,US,"Mar 25th, 2015",$7.7K - $123.1K,$92.3K - $1.5M,B+,3,176327,2642945,120,633048216,-3,30768300,My Superhero Rhymes
Education,TW,"Mar 6th, 2014",$7K - $111.4K,$83.6K - $1.3M,B+,-20,98213,612522,682,235128965,29,27854850,碰碰狐 (兒童兒歌・故事)
Education,JP,"Mar 6th, 2014",$8.9K - $141.6K,$106.2K - $1.7M,B+,41,60881,439883,776,278407386,40,35407200,ピンキッツ(PINKFONG ピンクフォン)
Education,TR,"Feb 16th, 2015",$8.6K - $138.4K,$103.8K - $1.7M,B+,9,105553,1573958,189,565317377,24,34589100,Alpi ve Arkadaşları
Education,ID,"Nov 19th, 2013",$9.4K - $150.1K,$112.5K - $1.8M,B+,-29,154060,1472665,597,362650840,-8,37516500,Gudang Tutorial
Education,ES,"Jan 28th, 2016",$8.1K - $129.1K,$96.8K - $1.5M,B+,-3,131439,584312,212,120651294,6,32273100,Grandes ABC Para Niños
Education,US,"Jul 4th, 2016",$8.1K - $130K,$97.5K - $1.6M,B+,94,103158,1040290,353,413584791,58,32505000,Bắp Bắp Channels
Education,IN,"Oct 27th, 2016",$10.3K - $164.5K,$123.3K - $2M,B+,-42,141195,2540096,879,473778913,-49,41115900,Prachin Rahasya
Education,,"Jun 10th, 2016",$10K - $160.4K,$120.3K - $1.9M,B+,-19,97327,956531,199,353090581,13,40111200,Pueblo Teehee - Canciones Infantiles
Education,US,"Jul 8th, 2014",$7.5K - $119.9K,$90K - $1.4M,B+,44,108190,1363077,257,291090445,43,29983890,HooplaKidz Deutsch
Education,ID,"Feb 25th, 2014",$8.4K - $133.9K,$100.5K - $1.6M,B+,22,117456,970203,212,369173685,27,33485400,Lagu Anak Indonesia
Education,US,"Apr 22nd, 2008",$9K - $143.5K,$107.6K - $1.7M,B+,15,11869,4970412,752,6167885561,21,35883300,Mother Goose Club
Education,US,"Oct 2nd, 2014",$9.4K - $149.9K,$112.4K - $1.8M,B+,29,28184,572285,1727,614986201,10,37471500,PBS KIDS
Education,CN,"Nov 17th, 2012",$7.9K - $126.8K,$95.1K - $1.5M,B+,-28,84295,1021616,1102,555194992,-32,31698900,寶寶巴士 - 兒歌童謠 - 卡通動畫 -…
Education,IN,"Mar 13th, 2014",$9.2K - $146.4K,$109.8K - $1.8M,B+,2,79419,1046173,144,562027759,8,36609300,infobells - Kannada
Education,IN,"Jun 13th, 2016",$10K - $159.9K,$119.9K - $1.9M,B+,8,113612,1083314,86,372914785,16,39981000,Infobells Bangla
Education,IN,"Nov 24th, 2011",$11K - $176.4K,$132.3K - $2.1M,B+,709,157304,266407,69,67675098,886,44112000,rjs mechu
Education,VN,"Apr 4th, 2011",$7.9K - $126K,$94.5K - $1.5M,B+,139,81418,1297392,87,486422713,70,31500900,BH New
Education,BR,"Jun 1st, 2006",$5K - $80.8K,$60.6K - $969.1K,B+,29,59140,83859,217,110940699,10,20188800,Anhanguera Educacional
Education,,"Dec 18th, 2015",$10.5K - $167.3K,$125.5K - $2M,B+,14,127601,3578625,264,1818329052,6,41826300,Super Kids TV
Education,US,"Jul 12th, 2013",$7.9K - $125.8K,$94.3K - $1.5M,B+,1,125128,140957,24,35947709,1,31445700,The Supremes - Superhero Cartoon for Kids
Education,US,"Dec 17th, 2015",$9.2K - $146.9K,$110.2K - $1.8M,B+,,0,0,50,169552158,32,36727800,Finger Family Songs Nursery Rhymes
Education,SA,"Jun 22nd, 2015",$10K - $159.9K,$119.9K - $1.9M,B+,16,152502,1676714,1134,454486339,17,39966300,Top Arab10s
Education,IN,"Feb 10th, 2014",$4.6K - $73K,$54.8K - $876.1K,B+,,0,0,14,26968134,-111,18252750,Purani Kahani
Education,SA,"Nov 23rd, 2015",$10.4K - $166.9K,$125.2K - $2M,B+,-21,224959,3429339,618,630547034,-16,41734500,أسرار لم تكن تعرفها
Education,US,"Jul 26th, 2017",$10.5K - $168.2K,$126.2K - $2M,A-,,0,0,68,101288724,67,42051300,Star Kids TV - Animals for Kids
Education,US,"Jul 12th, 2016",$10K - $160.3K,$120.2K - $1.9M,A-,26,114464,1579554,181,326794271,36,40077900,UKids TV
Education,US,"Feb 3rd, 2016",$14.2K - $227.3K,$170.4K - $2.7M,A-,-8,180990,1021083,30,249768120,23,56815500,Super Candy
Education,PL,"Dec 8th, 2013",$12.5K - $199.5K,$149.6K - $2.4M,A-,66,153246,590529,285,391871181,57,49865400,binkie.tv
Education,US,"Dec 22nd, 2014",$10.6K - $169.2K,$126.9K - $2M,A-,6,145353,1256605,344,573079732,10,42302400,Toy Factory
Education,JP,"Sep 9th, 2016",$11.8K - $188.5K,$141.4K - $2.3M,A-,22,76641,810583,929,494787687,17,47126400,BabyBus - 子供の歌 - 子どもの動画
Education,IN,"Aug 1st, 2016",$5.6K - $89.8K,$67.4K - $1.1M,A-,1,83317,88992,16,24140427,64,22461810,Boo Boo Bells Hindi Rhymes & Stories
Education,US,"Oct 28th, 2016",$10.1K - $160.9K,$120.7K - $1.9M,A-,99,114776,1593968,123,197733091,98,40222800,Dolly and Friends 3D
Education,ID,"Dec 10th, 2015",$11.2K - $179.1K,$134.3K - $2.1M,A-,16,124368,1465354,182,648011412,15,44769000,Lagu Anak Indonesia Balita
Education,US,"Dec 16th, 2015",$13.5K - $215.2K,$161.4K - $2.6M,A-,,0,166296,76,115535833,23,53808000,Kids Animal Family
Education,US,"Aug 10th, 2013",$12.4K - $199.1K,$149.3K - $2.4M,A-,17,148731,5350425,339,1544581809,11,49782000,#Mind Warehouse
Education,US,"Mar 28th, 2013",$11.7K - $187.5K,$140.6K - $2.3M,A-,20,68575,1575223,379,1478396450,12,46882200,Badanamu
Education,PH,"Feb 18th, 2016",$9.2K - $146.5K,$109.9K - $1.8M,A-,249,154733,1686126,39,160200401,-112,36633300,TinoKidsTV
Education,IN,"Jun 8th, 2017",$13.8K - $221.4K,$166K - $2.7M,A-,60,210811,1005219,43,234185804,59,55343100,Zappy Toons - Hindi Nursery Rhymes and…
Education,US,"Jan 4th, 2010",$12.2K - $195.2K,$146.4K - $2.3M,A-,29,140665,10833870,828,2145287004,22,48798900,The King of Random
